ist	ziel	art	fundort	welle	bemerkung
SBeiF	SAtF	export-typ	src/streckenanker.ts	5	VORSCHLAG: bei→at wie distanceAtFilmTime (§6.3a); s und f bleiben (Glossar); Uebersetzer f-Anker zu Meterstand
Schleier	Scrim	export-typ	src/wetterhimmel.ts	5	§6.3a Schleier = scrim (nicht veil, nicht overlay); Schleier-Parameter der Szene
Sonnenstand	SunPosition	export-typ	src/sun.ts	5	VORSCHLAG: Sonnenstand→sunPosition; Sonnenhoehe und Azimut
Spielhalt	EngineStop	export-typ	src/tour.ts	5	VORSCHLAG: Halt→stop (Glossar), Engine-Sicht statt Spiel; Halt aus Sicht der Engine
SpielSpur	AudioTrack	export-typ	src/audiotracks.ts	5	§6.1 audioTrack; Element zur Sammlung AudioTracks
Stopp	Stop	export-typ	src/geo.ts, src/studio/stopps.ts	5	Grundstock/Glossar-Kopf; auch PlayerStopp→PlayerStop
StoppFoto	StopItem	export-typ	src/geo.ts	5	§6.1 Halt-Stueck (Aufnahme in der Kette)→stopItem
Streckenabschnitt	DistanceSegment	export-typ	src/filmachse.ts	5	VORSCHLAG: §6.3a Strecke→distance, Abschnitt→segment
Streckenhalt	DistanceStop	export-typ	src/filmachse.ts	5	VORSCHLAG: Halt mit Meterstand auf der Strecke
Stundenwerte	HourlyValues	export-typ	src/autoweather.ts	5	VORSCHLAG: Stundenwerte der Open-Meteo-Antwort
SzenenWetter	SceneWeather	export-typ	src/wetterhimmel.ts	5	Szene→scene; Datei wird weather-sky.ts; Wetterlage der Szene
TagNachtRegie	DayNightDirector	export-typ	src/daynight.ts	5	VORSCHLAG: Regie→director; Schnittstelle der Tag/Nacht-Regie
Telemetrie	Telemetry	export-typ	src/ui.ts	5	§6.3a telemetry; Pro-Frame-Werte fuer die UI
TextAuftritt	TextEntrance	export-typ	src/kartenmaler.ts	5	VORSCHLAG: Auftritt→entrance
TourFoto	TourPhoto	export-typ	src/tours.ts	5	VORSCHLAG: kuratierte Touren tragen wirklich nur Fotos, deshalb photo statt medium; Foto-Eintrag
TourOptionen	TourOptions	export-typ	src/tour.ts	5	Optionen→Options; Optionen der Tour-Engine
TourWetter	TourWeather	export-typ	src/tours.ts	5	weather §6.9; kuratierte Wetter-Timeline
TourZeit	TourTime	export-typ	src/tours.ts	5	Pseudo-Zeitspanne einer Tour (cfg.time)
VideoLage	VideoState	export-typ	src/einblendung.ts	5	VORSCHLAG: Lage heisst hier Zustand (nicht Format wie ExportLage)
VideoNachfuehrung	VideoSeekDecision	export-typ	src/einblendung.ts	5	VORSCHLAG: Entscheidung ob/wohin gesucht wird
Wegpunkt	Waypoint	export-typ	src/tours.ts	5	§6.3a: Wegpunkt = waypoint (Stuetzpunkt dagegen vertex); Wegpunkt einer kuratierten Tour
WetterEingang	WeatherInput	export-typ	src/autoweather.ts	5	VORSCHLAG: Eingabedaten des Auto-Wetters
WetterEintrag	WeatherEntry	export-typ	src/autoweather.ts	5	Eintrag→entry wie AudioEntry
WetterFoto	WeatherAnchor	export-typ	src/autoweather.ts	5	VORSCHLAG: §6.1 anchor; Foto-Anker fuer die Wetter-Abfrage (nicht photo, §6.1)
Wettergrading	WeatherGrading	export-typ	src/wetterhimmel.ts	5	grading bleibt (Fachwort der Bildwirkung); Bildwirkung des Wetters
WetterHimmel	WeatherSky	export-typ	src/atmosphere.ts	5	§6.3a weatherSky
Wetterlage	WeatherCondition	export-typ	src/autoweather.ts	5	VORSCHLAG: Lage (Wetter mit Staerke)→condition
Wetteroverlay	WeatherOverlay	export-typ	src/weather.ts	5	weather; overlay hier das Partikel-Overlay, nicht editOverlay; Schnittstelle des Wetter-Overlays
abgangDrehungGrad	exitRotationDeg	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Abgangs-Drehung
abgangHubPx	exitLiftPx	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Abgang→exit, Hub→lift
abgangSkala	exitScale	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Abgangs-Skala
angaben	facts	objekt-schluessel	src/kartenmaler.ts	5	VORSCHLAG: Schluessel in TEXT_OFFSET_S
angabenWort	factsWord	objekt-schluessel	src/kartenmaler.ts	5	VORSCHLAG: Wortteil der Angaben (Uhr, km)
angabenZahl	factsDigits	objekt-schluessel	src/kartenmaler.ts	5	VORSCHLAG: Angaben (Uhrzeit · km)→facts; Ziffernteil
balken	bar	objekt-schluessel	src/kartenmaler.ts	5	Balken→bar
balkenBis	barTo	objekt-schluessel	src/kartenmaler.ts	5	bis→to (§6.9)
balkenVon	barFrom	objekt-schluessel	src/kartenmaler.ts	5	von→from (§6.9)
bildfeld	imageArea	objekt-schluessel	src/kartenmaler.ts	5	VORSCHLAG: Bildfeld der Karte
blendeDauerS	fadeDurationS	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Blende→fade
blendeVersatzS	fadeOffsetS	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Versatz→offset (§6.9 offsetFilmS)
breit	wide	objekt-schluessel	src/kartenmaler.ts	5	VORSCHLAG: Schluessel in CARD_METRICS
entwickelnBis	developTo	objekt-schluessel	src/einblendung.ts	5	§6.3a develop
entwickelnDauerS	developDurationS	objekt-schluessel	src/einblendung.ts	5	§6.3a develop + §6.9 durationS
entwickelnVon	developFrom	objekt-schluessel	src/einblendung.ts	5	§6.3a develop
flug	flight	objekt-schluessel	src/kartenmaler.ts	5	VORSCHLAG: Flugkurve; wie flightDurationS in CARD
flugDauerS	flightDurationS	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Flug→flight (Auftritts-Flug der Karte)
flugDrehungGrad	flightRotationDeg	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Drehung→rotation, Einheit Grad→Deg (§6.0)
flugHubPx	flightLiftPx	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Flugweite je Buehne; Hub→lift wie abgangHubPx
flugKippungGrad	flightTiltDeg	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Kippung→tilt
flugKurve	flightCurve	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Flugkurve als Bezier-Text
flugSkala	flightScale	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: skala→scale
groesse	size	objekt-schluessel	src/exportformat.ts	5	VORSCHLAG: auch Query-Parameter
kbDauerRueckfallS	kenBurnsFallbackDurationS	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Abkuerzung kb ausgeschrieben (§6.0 nur etablierte Abkuerzungen)
kenBurnsBis	kenBurnsTo	objekt-schluessel	src/einblendung.ts	5	§6.9 from/to
kenBurnsVon	kenBurnsFrom	objekt-schluessel	src/einblendung.ts	5	von/bis→from/to wie §6.9
lage	orientation	objekt-schluessel	src/exportformat.ts	5	VORSCHLAG: auch Query-Parameter der Export-Seite; interner Kanal, kein API-Vertrag
papier	paper	objekt-schluessel	src/kartenmaler.ts	5	Grundstock --papier→--paper
quer	landscape	objekt-schluessel	src/kartenmaler.ts	5	VORSCHLAG: Querlage→landscape
rahmenRadiusPx	frameRadiusPx	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Rahmen→frame
ruheDrehungGrad	restRotationDeg	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Restdrehung im Stand
ruheSkala	restScale	objekt-schluessel	src/einblendung.ts	5	VORSCHLAG: Ruhe (stehende Karte)→rest; skala→scale (§6.9)
schatten	shadow	objekt-schluessel	src/kartenmaler.ts	5	Grundstock --schatten→--shadow
schleierBlurPx	scrimBlurPx	objekt-schluessel	src/einblendung.ts	5	§6.3a scrim
schleierBrightness	scrimBrightness	objekt-schluessel	src/einblendung.ts	5	§6.3a scrim
schleierFarbe	scrimColor	objekt-schluessel	src/einblendung.ts	5	§6.3a Schleier→scrim; amerikanisch color (§6.0)
schleierSaturate	scrimSaturate	objekt-schluessel	src/einblendung.ts	5	§6.3a scrim; Filterwort bleibt CSS-nah
schmal	narrow	objekt-schluessel	src/kartenmaler.ts	5	VORSCHLAG: Schluessel in CARD_METRICS
titel	title	objekt-schluessel	src/kartenmaler.ts, src/kartenmaler.ts	5	Schluessel in CARD_COLORS und TEXT_OFFSET_S
groesse	size	query-parameter	src/exportformat.ts	5	VORSCHLAG: Groesse→size (wie Mail-Platzhalter {{size}} im Grundstock); Export-Zielgroesse
lage	orientation	query-parameter	src/exportformat.ts	5	VORSCHLAG: Lage quer/hoch→orientation mit landscape/portrait; Werte gehen im selben Commit mit (Kanal beide Seiten)
rahmen	embedded	query-parameter	src/exportformat.ts	5	VORSCHLAG: Rahmen→embedded (der iframe-Fall); alternativ frame; Export laeuft eingebettet
anker	anchors	window-schluessel	src/main.ts, src/streckenanker.ts	5	VORSCHLAG: Sammlung Plural (§6.0 Regel 4); window.__maptale.anchors = f-zu-s-Quelle
exportMess	exportStats	window-schluessel	window.__j; scripts/messungen/	5	§5 Welle 5
exportMess	exportStats	window-schluessel	src/exportfilm.ts	5	Grundstock/§5 Welle 5; Messwerte des Exports
exportZiel	exportTarget	window-schluessel	src/exportfilm.ts	5	VORSCHLAG: Ziel→target; Encoder-Leinwand
filmachse	filmAxis	window-schluessel	window.__j; scripts/messungen/	5	§5 Welle 5
filmachse	filmAxis	window-schluessel	src/main.ts	5	Grundstock/§5 Welle 5; window.__maptale.filmAxis
filmS	filmTime	window-schluessel	window.__j; scripts/messungen/	5	§5 Welle 5
filmS	filmTime	window-schluessel	src/main.ts	5	Grundstock/§5 Welle 5; Uebersetzer Strecke zu Filmzeit
kartenStand	cardState	window-schluessel	src/main.ts	5	VORSCHLAG: Foto-Karte = card (§6.3a), Stand→state; Abnahme-Griff der Foto-Leinwand
uhr	clock	window-schluessel	window.__j; scripts/messungen/	5	§5 Welle 5
uhr	clock	window-schluessel	src/main.ts	5	Grundstock/§5 Welle 5; Filmuhr mit Zaehlern
window.__j	window.__maptale	window-schluessel	src/main.ts; scripts/messungen/*	5	§5 Welle 5; Schlüssel: filmachse→filmAxis, filmS→filmTime, uhr→clock, exportMess→exportStats; Messskripte im selben Commit
maptale_dabei	maptale_returning	cookie	src/session-hinweis.ts; src/studio/studio.ts; server/src/app.ts; server/src/routes/auth.ts	6	VORSCHLAG; UX-Hinweis-Cookie (war schon einmal angemeldet); Umbenennung verliert den Hinweis einmalig, harmlos
maptale_dabei	maptale_returning	cookie	src/session-hinweis.ts	6	Grundstock (VORSCHLAG dort); Umbenennung verliert den Hinweis einmalig, harmlos
abgelaufen	expired	css-klasse	admin.html	6	Grundstock: abgelaufen zu expired (Statuswert 4.2); Verwaltung; wächter: adminmodell.test.ts+konto-tracker.test.ts+kontomodell.test.ts
aktiv	active	css-klasse	galerie.html,src/app-nav.ts,src/grundelemente.css,src/studio/editor.ts,src/studio/exportblatt.ts,studio.html	6	Grundstock: aktiv zu active (Statuswert 4.2); Fundorte in Studio und Produktseiten, spaeteste Welle 6; Galerie/geteilte Bausteine/geteilte Grundelemente; wächter: app-nav.test.ts+konto-tracker.test.ts+studio-editor.test.ts
andi-mark	android-mark	css-klasse	index.html	6	VORSCHLAG: Kosename Andi ausgeschrieben: android-mark (Android-Maennchen der Landing); Android-Maennchen-Grafik der Landing (Kosename Andi); wächter: versionen.test.ts
angepasst	customized	css-klasse	admin.html	6	VORSCHLAG: Mail-Vorlage weicht vom Standard ab; amerikanisch customized (6.0); Verwaltung
anschrift	address	css-klasse	datenschutz.html,impressum.html,src/rechtstext.css	6	VORSCHLAG: Anschrift im Impressum/Datenschutz; Rechtstexte
anteil	share	css-klasse	konto.html	6	VORSCHLAG: Anteil eines Postens im Speicherbalken; Kontoseite; wächter: studio-baukasten.test.ts
anzahl	count	css-klasse	admin.html,src/admin/admin.ts,src/studio/editor.ts,studio.html	6	Zaehler heissen count (Namensregel 6.0); Fundorte in Studio und Produktseiten, spaeteste Welle 6; Verwaltung/Studio; wächter: studio-baukasten.test.ts
app-band	app-band	css-klasse	index.html	6	VORSCHLAG: bleibt (Band ist auch englisch: section band der Landing); Landing
band	band	css-klasse	index.html,src/studio/editor.ts,studio.html	6	VORSCHLAG: bleibt (englisch lesbar): Studio-Zustandsband und Landing-Abschnittsband teilen den Namen; der Code-Begriff heisst stateBand (Glossar 6.3); Fundorte in Studio und Produktseiten, spaeteste Welle 6; Landing/Studio
banner-knopf	banner-button	css-klasse	profil.html	6	Profil-Titelbild = banner (Glossar 6.1), Knopf zu button (Grundstock); Profilseite
beiwerk	extras	css-klasse	profil.html	6	VORSCHLAG: Beiwerk = Meta-Zeile im Profilkopf (Ort, Links); extras; Profilseite
belegt	taken	css-klasse	profil.html	6	VORSCHLAG: Handle vergeben, Gegenstueck available; Profilseite
benutzer-chip	user-chip	css-klasse	galerie.html,index.html,konto.html,profil.html,src/app-nav.ts,src/grundelemente.css,studio.html	6	Grundstock: benutzer zu user; Fundorte in Studio und Produktseiten, spaeteste Welle 6; Galerie/Landing/Kontoseite; wächter: app-nav.test.ts
betreff	subject	css-klasse	admin.html,src/admin/admin.ts	6	Grundstock: betreff zu subject; Verwaltung
bild	image	css-klasse	profil.html,src/profil/profil.ts,src/studio/studio.ts,studio.html	6	VORSCHLAG: Bild zu image; Fundorte in Studio und Produktseiten, spaeteste Welle 6; Profilseite/Studio; wächter: einblendung-css.test.ts+kartenmaler.test.ts+studio-pruefung.test.ts
block-kopf	block-header	css-klasse	konto.html	6	VORSCHLAG: Kopf zu header; Kontoseite
breit	wide	css-klasse	admin.html	6	VORSCHLAG: Breit-Variante (Layout); Verwaltung; wächter: einblendung-css.test.ts+kartenmaler.test.ts
cta-band	cta-band	css-klasse	index.html	6	VORSCHLAG: bleibt (schon englisch lesbar: cta plus band); Landing
dialog-fuss	dialog-footer	css-klasse	admin.html	6	Grundstock: fuss zu footer; Verwaltung
dialog-offen	dialog-open	css-klasse	konto.html,src/dialogschicht.ts,src/grundelemente.css	6	Grundstock: offen zu open (4.2); Kontoseite/geteilte Bausteine/geteilte Grundelemente
dialogschicht	dialog-layer	css-klasse	src/grundelemente.css	6	Glossar 6.6: dialogschicht.ts wird dialog-layer.ts; geteilte Grundelemente
echtzeit	realtime	css-klasse	admin.html	6	VORSCHLAG: Echtzeit-Anzeige der Statistiken; Verwaltung
editor-buehne	editor-stage	css-klasse	index.html	6	Buehne = stage (Glossar 6.3a); Fundort ist die Editor-Illustration der LANDING, deshalb Welle 6; Studio-Editor
editor-leiste	editor-bar	css-klasse	index.html	6	VORSCHLAG: Leiste zu bar; Editor-Illustration der Landing, deshalb Welle 6; Studio-Editor
editor-spuren	editor-lanes	css-klasse	index.html	6	Spuren der Zeitleiste = lanes (Glossar 6.1); Editor-Illustration der Landing, deshalb Welle 6; Studio-Editor
eingeloest	redeemed	css-klasse	admin.html	6	Grundstock: eingeloest zu redeemed; Verwaltung; wächter: adminmodell.test.ts
fb-abbrechen	feedback-cancel	css-klasse	src/feedbackformular.ts	6	VORSCHLAG: fb = Feedback, Praefix ausgeschrieben (Modul wird feedback-form.ts, 6.6); Feedback-Dialog
fb-angaben	feedback-details	css-klasse	src/feedbackformular.ts	6	VORSCHLAG: Angaben (technischer Kontext) zu details; Feedback-Dialog
fb-dialog-kopf	feedback-dialog-header	css-klasse	src/feedbackknopf.ts	6	VORSCHLAG: Familie feedback; Kopf zu header; Feedback-Dialog
fb-dialog-zu	feedback-dialog-close	css-klasse	src/feedbackknopf.ts	6	VORSCHLAG: zu = schliessen, close; Feedback-Dialog
fb-fuss	feedback-footer	css-klasse	src/feedbackformular.ts	6	VORSCHLAG: Fuss zu footer (Grundstock); Feedback-Dialog
fb-meldung	feedback-message	css-klasse	src/feedbackformular.ts	6	VORSCHLAG: Meldung zu message; Feedback-Dialog
fb-schicht	feedback-layer	css-klasse	src/feedbackknopf.ts	6	VORSCHLAG: Schicht zu layer (wie dialog-layer 6.6); Feedback-Dialog
fb-senden	feedback-send	css-klasse	src/feedbackformular.ts	6	VORSCHLAG: Senden zu send; Feedback-Dialog
fb-zeile	feedback-row	css-klasse	src/feedbackformular.ts	6	VORSCHLAG: Zeile zu row; Feedback-Dialog
feedback-knopf	feedback-button	css-klasse	admin.html,galerie.html,index.html,konto.html,profil.html,src/feedbackknopf.ts,src/grundelemente.css,studio.html	6	Glossar 6.6: feedbackknopf.ts wird feedback-button.ts; Fundorte in Studio und Produktseiten, spaeteste Welle 6; Verwaltung/Galerie/Landing; wächter: entwicklungsstand.test.ts
fehler	error	css-klasse	admin.html,konto.html,src/admin/admin.ts,src/studio/editor.ts,src/studio/studio.ts,src/werkzeug.css,studio.html	6	Glossar 6.1: Fehler als Feldname/Anzeige = error (Statuswert waere failed); Fundorte in Studio und Produktseiten, spaeteste Welle 6; Verwaltung/Kontoseite/Studio; wächter: adminmodell.test.ts+konto-tracker.test.ts+kontomodell.test.ts+remote.test.ts
feld	field	css-klasse	admin.html,src/studio/editor.ts,studio.html	6	VORSCHLAG: Feld zu field; Fundorte in Studio und Produktseiten, spaeteste Welle 6; Verwaltung/Studio
feld-art	field-type	css-klasse	src/feedbackformular.ts,studio.html	6	VORSCHLAG: Art der Gattung = type, nicht kind (Namensregel 6.0); Fundorte in Studio und Produktseiten, spaeteste Welle 6; geteilte Bausteine/Studio
fest	fixed	css-klasse	profil.html	6	VORSCHLAG: fester Praefix-Text im Handle-Feld (maptale.io/@); Profilseite
frei	available	css-klasse	profil.html	6	VORSCHLAG: Handle frei = available, Gegenstueck taken; Profilseite
fuss-links	footer-links	css-klasse	index.html,src/app-nav.ts,src/grundelemente.css,src/rechtstext.css	6	VORSCHLAG: Links = Verweise (Impressum/Datenschutz), nicht linke Seite; Landing/geteilte Bausteine/geteilte Grundelemente
fuss-marke	footer-brand	css-klasse	index.html,src/app-nav.ts,src/grundelemente.css,src/rechtstext.css	6	VORSCHLAG: Marke = Wortmarke = brand; Landing/geteilte Bausteine/geteilte Grundelemente; wächter: app-nav.test.ts
fuss-sep	footer-sep	css-klasse	index.html,src/app-nav.ts,src/grundelemente.css,src/rechtstext.css,studio.html	6	VORSCHLAG: Fuss zu footer, sep bleibt; Fundorte in Studio und Produktseiten, spaeteste Welle 6; Landing/geteilte Bausteine/geteilte Grundelemente; wächter: app-nav.test.ts
fuss-version	footer-version	css-klasse	index.html,src/app-nav.ts,src/grundelemente.css,src/rechtstext.css	6	Grundstock: fuss zu footer, version bleibt; Landing/geteilte Bausteine/geteilte Grundelemente; wächter: app-nav.test.ts
gefahr	danger	css-klasse	admin.html,konto.html,src/studio/studio.ts,src/werkzeug.css,studio.html	6	wie das Farb-Token --danger (Grundstock); Fundorte in Studio und Produktseiten, spaeteste Welle 6; Verwaltung/Kontoseite/Studio; wächter: konto-tracker.test.ts
gefahrenblock	danger-block	css-klasse	konto.html	6	VORSCHLAG: Gefahrenzone der Kontoseite; Kontoseite
gitter	grid	css-klasse	galerie.html	6	VORSCHLAG: Galerie-Raster = grid; Galerie
gliederung	outline	css-klasse	datenschutz.html,src/rechtstext.css	6	Glossar 6.6: rechtstextgliederung.ts wird legal-text-outline.ts; Rechtstexte
griffe	grips	css-klasse	admin.html,src/admin/admin.ts,src/studio/studio.ts,studio.html	6	VORSCHLAG: Plural zu griff/grip; Fundorte in Studio und Produktseiten, spaeteste Welle 6; Verwaltung/Studio
gut	good	css-klasse	konto.html,src/konto/konto.ts	6	VORSCHLAG: gut-Zustand (Speicher/Passwort); Kontoseite
handle-stand	handle-status	css-klasse	profil.html	6	VORSCHLAG: Stand der Handle-Pruefung = status; Profilseite
hat-bild	has-image	css-klasse	profil.html,src/profil/profilbearbeiten.ts	6	VORSCHLAG: Boolean mit has (Namensregel 6.0); Profilseite
haupt	main	css-klasse	admin.html,src/admin/admin.ts	6	VORSCHLAG: Haupt zu main; Verwaltung
haupt-text	main-text	css-klasse	admin.html,src/admin/admin.ts	6	VORSCHLAG: Haupt zu main; Verwaltung
hier	current	css-klasse	konto.html	6	VORSCHLAG: Zeile des aktuellen Geraets (dieses Geraet); Kontoseite
hinweis	hint	css-klasse	admin.html,konto.html,profil.html,src/galerie/galerie.ts,src/profil/profil.ts,src/studio/studio.ts,src/werkzeug.css,studio.html	6	VORSCHLAG: Hinweis = hint, projektweit einheitlich; Fundorte in Studio und Produktseiten, spaeteste Welle 6; Verwaltung/Kontoseite/Profilseite; wächter: studio-pruefung.test.ts
inhalt	content	css-klasse	datenschutz.html,src/rechtstext.css,src/studio/editor.ts,studio.html	6	VORSCHLAG: Inhalt zu content; Fundorte in Studio und Produktseiten, spaeteste Welle 6; Rechtstexte/Studio; wächter: basis-css.test.ts
karte	card	css-klasse	galerie.html,src/galerie/galerie.ts,src/studio/studio.ts,studio.html	6	Glossar: Galerie-Tourkarte und Studio-Bibliothekskarte = card (wie --radius-card im Grundstock); NICHT map (das ist die Landkarte); Fundorte in Studio und Produktseiten, spaeteste Welle 6; Galerie/Studio; wächter: einblendung-css.test.ts+kartenmaler.test.ts
karte-autor	card-author	css-klasse	galerie.html,src/galerie/galerie.ts	6	Grundstock: autor zu author; Karte = card; Galerie
karte-bild	card-image	css-klasse	galerie.html,src/galerie/galerie.ts	6	VORSCHLAG: Familie card; Galerie
karte-block	card-block	css-klasse	admin.html	6	VORSCHLAG: Familie card; Verwaltung
karte-haupt	card-main	css-klasse	galerie.html,src/galerie/galerie.ts	6	VORSCHLAG: haupt zu main; Galerie; wächter: basis-css.test.ts
karte-meta	card-meta	css-klasse	galerie.html,src/galerie/galerie.ts	6	VORSCHLAG: Familie card, meta bleibt; Galerie
karte-text	card-text	css-klasse	galerie.html,src/galerie/galerie.ts	6	VORSCHLAG: Familie card; Galerie
kennzahl	stat	css-klasse	admin.html,src/admin/admin.ts	6	VORSCHLAG: Kennzahl = stat (wie /api/admin/stats, 6.7); Verwaltung
kennzahlen	stats	css-klasse	profil.html	6	VORSCHLAG: Kennzahlen = stats; Profilseite; wächter: tourtexte.test.ts
km-balken	am-bar	css-klasse	index.html,src/app-nav.ts,src/grundelemente.css,studio.html	6	VORSCHLAG: km = Konto-Menue; neues Praefix am (account menu); Balken zu bar; Fundorte in Studio und Produktseiten, spaeteste Welle 6; Konto-Menue in der Kopfleiste
